,index,Actual,Predicted,Review
157,69,0,1,"b'I know curiosity killed the cat, but I simply had to see the remake of Psycho, especially after being on such a Hitchcok journey recently and knowing his work. I\'ve watched the original Psycho though since I was a kid, I knew how to respect it and not only that, it was an excellent movie! One of the best, in fact! The first thing I said when I heard about the remake was ""How do you remake perfection?"". I stuck to that as well, but I think I have a more open mind now and figured maybe it was a way of introducing Psycho to a new generation.<br /><br />But this turned into a total insult and slap to the face of the original Psycho. I know this has been said, but I watched the making of this film, and the director was like ""Oh, I just want to update it and shoot each scene shot by shot like the original""... what\'s the friggin\' point?! OK, but I want to judge this movie on it\'s own, despite it\'s insulting blows the original. I mean, the acting wasn\'t up to par, but honestly, it looked like the actors just watched the original and just memorized the lines from there and made it their crappy own.<br /><br />Watching the making of this film, I wanted to slap Anne Hasche, she said ""I\'ve never seen the original, I just wanted to work with Gus."" Ooh, that made me angry, because frankly, it\'s not just that, she really sucked in this role as Marian, she wasn\'t convincing, not to mention her shower scene really was horrible. Vince Vaughn didn\'t make... let\'s just put it this way, the film was horribly miscasted. This was a sin against film and on it\'s own, this was actually a bad movie. It was too much and destroyed what could\'ve been a new introduction for a new generation. But to Gus, leave the film making the one\'s who KNOW WHAT THEY\'RE DOING!<br /><br />1/10'"
158,70,0,1,"b""Jim Varney's first real movie is quite a delight, but don't come in expecting to see Ernest P. Worrel any time soon. I felt the wide array of characters Varney depicted were great, but without being said, the rest of the movie should be put into a mulcher or something. A rather odd beginning for a movie icon."""
159,71,0,1,"b""Alain Resnais directs three parallel stories that have to do with fantasy and imagination in the adult world. In one of them is a sort of Operatic bordello story where a rejected architect attempts to manipulate a group of people into throes of happiness--only his attempt misses it's only real target, the woman that he pines after. In the same unfinished ch\xc3\xa2teau he built, a group of teachers search for love in a more modern story, as one woman believes ineffably in the role of romance and the cynical anthropoligist tries to teach her a lesson by setting her up with the biggest jerk in the group. Meanwhile, a bunch of kids fantasize a George Melies-like adventure of a prince that saves a girl in distress from swamp creatures and then kills the evil king, bringing upon the kingdom of love. The two primary themes? Life is a fairy tale, and Life isn't a fairy tale.<br /><br />Which sounds better than the movie actually is. Resnais is the type of director where oftentimes the concept is good or bad, but the exposition is what matters; here, the concept is great but the movie is downright painful to watch. Horridly off-tune songs, bubbly characters without an ounce of dimension, backdrops of sickening pastel--instead of giving your inner child an ice cream cone, Resnais drowns it in a bucket of cake frosting. Add some French philosophy and you get a weird witches brew, one that doesn't bubble bubble toil and trouble, but just kinda sits wrong in your stomach until you want to regurgitate it.<br /><br />Resnais is a risk-taking director, and even in his worst you can see he's trying something that might not work with full clarity of action. In I Want to Go Home, he manages to pull past annoying characters and ditzy set-pieces by showing some real change and having a moment few moments of quiet to catch his breath. Here he submerges directly into a fantasy that doesn't really reflect fantasy, only its baby's room wallpaper reference. The biggest problem is that he somehow managed to make a movie more flamboyant than an 80s pop video, and more kitsch than Golden Era Hollywood musicals. The fantasies are beyond childish and naive, but the movie (with nudity and profanity) is definitely aimed for adults, a target he decidedly missed.<br /><br />However, he sticks closely to his theme and never backpedals. If anything, this movie is impressive simply because its unapologetic.<br /><br />--PolarisDiB"""
160,72,0,1,"b""You know I only watched 15 minutes of this film, so I can't really describe how great it is. I mean the concept alone is so original and intriguing it just did not let me go. Then there is the mass of academy award winning people involved here plus the academy award nominated director. YOU JUST CAN'T miss. I mean imagine it is the middle of the night and you're not sleepy yet. This film comes on. You watch it and are shocked. It is so brilliant, so original it is so GREAT. It will feel to you that half an hour later you've turned off the screen, but as you go to your bed you see it's only 15 minutes after midnight. ENJOY!!!<br /><br />3 out of 10"""
161,266,0,1,"b""Don't get me wrong, I love Stephen King! And this is a pretty good movie over all. The rabid Cujo is very scary and the movie is suspenseful. But after the first few minutes that poor Donna and her little son Tad were held captive in their Pinto by the rabid St. Bernard, I began to wonder why she didn't do something to help herself.<br /><br />She could have stuck her foot out the door and pushed the car backwards (I mean, it was a Pinto for Pete's sake and they were on a downhill incline) and rolled to safety, but then it would have been a very short movie. When she got the car started, did she pop it into reverse and hope that she could get at least get part way down the driveway? No, she tries to make a three point turn in a car with a bad alternator. She did manage to get out of the car and look around for 45 seconds or so at one point to try and get to a baseball bat that was lying on the ground nearby--what a waste of time! I mean, if you're going to make a run for the bat, do it and at least you'll have something to hit the dog with. But, forget the bat. Were there no tools in the car, like a tire iron or something? I didn't see her looking in the spare tire well of the car. Really, why wait until you're bitten and weak from dehydration and your son is having seizures before you make a stand against the animal?<br /><br />At the end of the movie she was battered and torn, but by God she was still wearing high heels!"""
162,74,0,1,"b'Having not read the original book or seen the earlier film, and indeed knowing nothing about the storyline of either of those or the current film, I came to this film with an open mind.<br /><br />It\'s really difficult to know where to start a comment on the film, because the whole thing seems so confused. It seems like there is a point or a message or something in the film, but what that is remains completely obscure.<br /><br />The effects were fantastic and very well judged. The idea was set up really well with the motivation for time travel clearly made out. However, it was downhill from here.<br /><br />All of the time travel seems to have only the vaguest connection to the quest that was set out at the start. There are some nice ideas, but they seem to be isolated occurrences that really do not flow and make the film seem disjointed and lost. At one point one wonders whether the main story in the film is the fate of the moon.<br /><br />When Hartdegen arrives in 802,701 A.D., the film becomes very frustrating as he seems to be unable to discover anything of importance about the Eloi, and while it seems clear that there is something to find out, what it is remains annoyingly elusive. This is quite an odd change from the previous time travel instances and one wonders why all of this has suddenly been abandoned for what seems like a completely new story. So many things happen that there should be an explanation for, but there is no discovery. I really, really wanted to know what the film was ""getting at"", what there was to uncover, but to no avail. Having read a summary of what happens in the book at this point, it seems like there has been a very half-hearted attempt to render this in the film but it has been so simplified and ""dumbed down"" that the meaning and context is completely lost.<br /><br />Just as we hope that we are finally to discover where this is all leading, the film suddenly takes another significant change in direction, and becomes a mindless action film without any real action. It is as if by this point the director has simply given up bothering to put any meaning into the film. By now countless significant things are happening without any explanation. Hartdegen fails to take the opportunity to return to the past on two occasions for no reason, and then suddenly loses all interest in time travel for no reason. The film comes to an abrupt end as Hartdegen decides to stay with the Eloi.<br /><br />In summary, after a good start the film is very disappointing. Too much time is spent on Hartdegen\'s adventures before arriving with the Eloi. However, the worst part of the film is what I think is the most important part: the setting up of the situation with the Eloi. The whole point is completely missed, and this undermines the rest of the film. After this the film concentrates too much on effects and action and all attempts to return to the meaning and core of the film seem forced and out of place. With so many things happening without explanation, the film just seems to get lost and lose direction. However, the finale where Hartdegen decides he is no longer bothered about time travel is the most inexplicable of all.<br /><br />Ultimately, the whole film seemed like a collection of unconnected incidents. The meaning and context was lost, although the gaping hole where it should have been was very obvious. What was so frustrating about it all, though, was that there was clearly so much potential here: it wasn\'t by any means a bad film, it just so easily could have been so much better. The start was very promising, the time travelling looked fantastic and would have worked had it not gone off on tangents, and Hartdegen\'s experience with the Eloi could so easily have worked had a few more of the right questions been asked, and had there not been such a temptation to ""dumb down"" and simplify. I just wish I had a time machine so that I could travel back in time and advise against the mistakes that were made.'"
163,297,0,1,"b""This was a strange film. A bit horror and certainly film noir. Some fifth columnists meet and mysteriously start dying off with a Japanese dagger in their hands after Monsieur Colomb (Bela Lugosi) shows up.<br /><br />Soon the Lone Ranger arrives in the person of FBI Agent Richard 'Dick' Martin (Clayton Moore). Martin is ineffective in finding the killer as he is more interested in the niece (Joan Barclay) of a missing doctor, who is part of the gang.<br /><br />After the last man dies, and the doctor is horribly disfigured by some strange serum, the true story of the group comes out and that is where it gets interesting and weird. I won't spill it.<br /><br />Lugosi was marvelous as the skulking killer."""
164,10,0,1,"b'A spaceship in some unspecified future where human beings are equipped for space travel and have laser guns for weapons, crash lands on a strange young planet where dinosaurs are coincidentally also evolved and only on this world, have not gone extinct...yet. The survivors of the crash, roughly ten bland characters wearing blue, white, and yellow suits, fight for survival against the alien prehistoric monsters.<br /><br />""Planet of the Dinosaurs"" is a peculiar movie. Like I said in my summary above, the stop-motion animated dinosaurs in the film are the only colorful actors. The models are crude, but effectively animated. And they are much more fascinating and intriguing than these characters portrayed by inexperienced actors and speaking lines from a script that must have been written overnight without a single revision. Obviously, most of the budget was put into the dinosaurs, and although there is a fair share of them, there\'s not nearly enough to save us from our boredom. These human characters are only there to scream, run around, and mutter these poorly-written and verbose speeches about survival. And unfortunately, not nearly enough of them get eaten by the dinosaurs.<br /><br />Overall, ""Planet of the Dinosaurs"" is not a film I plan on seeing again. Some people will simply love it for being so cheap and so poorly made. Sometimes, I enjoy movies like this. But this particular film is just too long, too boring, and very exhausting on the mind.'"
165,76,0,1,"b'Upon a recommendation from a friend and my admiration of Philip Baker Hall I rented the first season disc of the Loop.It\'s a typical TV comedy with all the clich\xc3\xa9s that the genre employs with the ""wacky"" scheming brother (Sully), ""ditzy"" blonde (Lizzy), token unrequited love interest (Piper), sarcastic Asian helper (Darcy, which reminded me of Arliss, as if ANYone needed to be reminded of THAT show). The plot deals with various bad luck (usually by Sully) that befalls Sam that puts his job at the airplane in jeopardy, only to have him save the day, with \'hilarious hijinks\' ensuing in the middle. I didn\'t descibe a certain episode. I described them ALL to a T. Therein lies the problem as what seems like it might even be passable entertainment at first just gets uselessly stale when watching episodes in a row and growing bored beyond belief at the endless repetition. Sully will do something \'wacky\', Mimi Rogers will say something overtly sexual, Russ will tell about his gay son, Darcy will do her impersonation of Sandra Oh on Arliss blah blah blah blah blah. The only positive is the lack of an annoying laugh track. But don\'t let that fool you into thinking it\'s any good. Go watch a far better comedy. Arrested Development, Always Sunny in Phillidelphia, two name two off the top of my head. Surprised that this one is still on the air. OH that\'s right Fox only cancels the good shows, i forgot. Needless to say I don\'t trust my friend\'s taste in shows anymore.<br /><br />My Grade: D+'"
166,9,0,1,"b""I actually saw the movie before I read the book. When I saw the movie I was upset because I wondered why Dean Koontz had made such a bad book/movie. The movie was confusing and didn't have a flow at all, it was choppy and made me want to throw a rock at the TV. I couldn't connect with the characters at all, so i didn't care about what happened to them(normally I love the characters because I can relate to their personality or problems). Then I read the book and loved it. I often re-read the book, and the movie is collecting dust. I wish someone would make a Koontz movie that follows the plot of his books, then the movies wouldn't suck so much. DO NOT WATCH THIS MOVIE UNLESS YOU NEED TO WASTE MONEY!"""
167,77,0,1,"b""Over all, it was a real good movie. Though all the actors, besides Jones, sucked. By the time I was half was through it I was really getting tired of seeing 'Al'. Only change I would have made to it would to have more flash backs, possibly with the real Cobb."""
168,8,0,1,"b'Watching QUINTET is not unlike watching a group of people playing a word game in Portuguese, or some other language you do not understand. You get the idea that they are playing a game, and if you watch closely enough, you may just begin to understand the rules. But, why bother, since it is clear you can\'t join in and you wouldn\'t want to if you had the chance.<br /><br />Director Robert Altman is not one to beg an audience to like his films, let alone understand them. Sometimes he lets you slip into the picture to be a part of the crowd, like in M*A*S*H, NASHVILLE and A WEDDING, films so full of hubbub and orchestrated chaos, one or two more bodies in the scene wouldn\'t make much of a difference. And other times, he seems to resent the fact that someone might even be watching his film; as in IMAGES or THREE WOMEN, where the stories are almost personal monologues made for an audience of one, Altman. With QUINTET, Altman seems to purposely dare anyone to become involved with the narrative. <br /><br />You can\'t depend on Altman to do the logical or the expected, which is sometimes the thing that makes his films so remarkably iconoclastic. But sometimes doing the unexpected isn\'t daring, just dumb. For instance, in QUINTET, we are introduced to a young woman who is apparently the last person on earth capable of getting pregnant, and she is, indeed, with child. This last ray of hope in a decaying society is almost immediately extinguished; Altman doesn\'t even wait until the end to play his last depressing card in this elaborate nihilistic and pessimistic tale. He lets us know how empty and meaningless life is right off the bat. Brave? Maybe. Stupid? Definitely. Devoid of a purpose, he tries to build a story on a rapidly melting iceberg, all the while reminding us how pointless the effort is. <br /><br />For the record, QUINTET, can at least claim to be prophetic. The story is centered on a treacherous game played by the various bored characters. It is a form of TAG (the assassination game): a handful of people target each other for elimination, each as a would-be assassin and each as a would-be victim. Two or more can form alliances to kill a third. As they die off, new targets are assigned. Whoever lives, wins. All of this happens at some exotic, inhospitable wasteland. It is, to a great extent, an extreme, sci-fi version of ""Survivor"" -- minus the commercial plugs and faked ""reality.""<br /><br />It is not a bad concept for a sci-fi epic. A post-apocalyptic setting, a microcosm of the world (the cast is pointedly multinational), a game where no on can be trusted or least not for long, and where no one really wins. Literally a cold war. A steely eyed director with a taste for dark humor and violent invention could have a field day. The mystery in QUINTET is not in the game or how it is played, but in why it exists it all. If the game ""Quintet"" is a metaphor for life, then Altman, seems to see nothing in the material but a chance to show life to be an empty, meaningless game -- a conclusion as obvious as it is untrue. Given the lively, albeit cynical nature of the rest of his diverse films, I don\'t believe that Altman believes in QUINTET either. And if Altman has no faith in his material, why should we?'"
169,78,0,1,"b'When this series aired I watched most of it. I think it was supposed to be a long running series in the vein of ""The Fugitive"" and ""The Incredible Hulk"" where the protagonist is being chased around the country looking for a solution to his problems. In this case the hero\'s problem is his progressive aging in reverse. I liked what I saw of these shows. The acting was good especially the sorrowful relationship between the lead character and his wife. Problem is: They cancelled it before it had a chance to end. (either that or I missed the last episodes).<br /><br />They never got a chance to wrap up the story either, knowing it had been cancelled. Poof it was just gone. However, like I said before I might have missed the last episodes. But my proof to the contrary is this: I rented the tape. Where I left off in the series. The lead character\'s wife dies in a fire started by a chase involving King\'s famous organization the Shop. While getting away hero is kidnapped. It ends with his friends realizing they have to go save him from the Shop. The end. Last episode. On the video: His wife does not die but escapes the fire with him. Right when he should get nabbed by the Shop, he and his wife share a weird moment then phase out of existence. Abrupt, silly and cheap to the extreme. They just wanted to put this video out and decided to tag on an ending not caring how bad it was. They might as well of just shown some stock footage of the first atomic bomb detonations. Almost Pythonesque.<br /><br />The show did have a cool opening title sequence set to the David Bowie song of the same name'"
170,294,0,1,"b'Peter Hunt started out as a very gifted film editor and got his first stab at directing when he helmed the James Bond film ""On Her Majesty\'s Secret Service"" (considered by many Bond fans to be the best of the series). Other titles in his filmography include epic scale adventure movies like ""Gold"" and ""Shout At The Devil"", both adapted from Wilbur Smith novels. ""Gulliver\'s Travels"" is an odd one on his list of films; it seems strange that a director of Hunt\'s style and expertise would choose to direct a film of this kind. A half-live action/half-animated retelling of Jonathan Swift\'s classic satire, the film looked twenty years out of date even when it was made, and in all honesty it simply doesn\'t work. And there\'s not a damn thing that Hunt (with his usual eye for fast-paced action), or star Richard Harris (who can usually enliven the most stilted of roles) can do to rescue this one.<br /><br />Lemuel Gulliver (Richard Harris) is a brilliant medical student living in 17th Century Bristol. His father (Norman Shelley) wants him to go to London to make his fortune; but Gulliver prefers the idea of receiving rather less pay but a heck of a lot more adventure as a ship\'s surgeon aboard a ship called the \'Antelope\'. During a voyage, the \'Antelope\' is blown off course during a storm and hits a reef. The ship sinks and everyone is lost, apart from Gulliver\xc2\x85. who finds himself washed ashore in the kingdom of Lilliput. When he comes round, Gulliver finds that the strange land where he has washed ashore is populated by incredibly small humans, no taller than his toe. To them, he looks like a giant. They persuade Gulliver to help them in a war against another race of tiny people who live on an adjacent island. But Gulliver doesn\'t like being manipulated for purposes of war and devastation, so he makes plans to escape\xc2\x85.<br /><br />Harris is left to carry the entire film here. His first couple of scenes involve other actors, but once he is shipwrecked in Lilliput he spends the rest of the film striding over knee-high sets and acting alongside his animated counterparts. The idea of mixing live action and animation was not new at the time, but it certainly hadn\'t been done a lot. A few Disney movies like Song Of The South, So Dear To My Heart and Pete\'s Dragon had tampered with the idea, but it was still pretty much in its infancy. ""Gulliver\'s Travels"" is not an especially well-animated film, but the scenes showing interaction between Harris and his cartoon co-stars are at least competently done. Occasionally the film tries to be true to its satirical origins (there\'s one scene where we learn that Lilliput has gone to war with its neighbour because of eggs !?! - and the point seems to be that wars can begin over the most ridiculous of things). But at its heart, this is very much a kids\' film and the satirical overtones are barely dwelled upon. Everyone involved has done better things during their career \xc2\x96 ""Gulliver\'s Travels"" might fill an otherwise empty afternoon, but apart from that it is a forgettable and underwhelming experience.'"
171,256,1,0,"b'Since frame number 1 you know the good guy in the suit and necktie is doomed\xc2\x85 He has no luck (""Sorte Nula""), or so he believes with that music on the car radio, and the dubious talk by his best friend and company associate who is taking him to parts unknown through a desert road. Alberto wished simply to be left alone, to take a flight abroad next day, with\xc2\x85 well, someone we\'re left guessing. <br /><br />The film goes a long way \xc2\x96 that\'ll find short \xc2\x96 to a closing scene with the man hearing the same music on a cab to the airport. In between, a number of lucky people have found different ways out of the story, some dying, some being born, others falling into harrowing distress. This time he\'s really doomed\xc2\x85 Or is he? The film is a sort of one-man show by director Fernando Fragata who only left the sound recording and the special effects to other, competent people. Those who typically reject Portuguese films due to sound problems and unclear speech recording, must go searching for other topics to criticize this time. The car crash (this isn\'t spoilers, the film is too clever for THAT) makes for a great scene, and apparently was done with cheap equipment. (US Studios take notice: you may spare a dollar or two by hiding competent Portuguese directors!) <br /><br />The rest was done by Fragata, from the script to the dialogue, from camera work to editing. If part of the dialogue were ad-libbed, then he again must be congratulated for the acting direction, and the casting with mostly inexperienced actors. A large number of non-speaking parts are credited, but most of those people were used for the music video clip and the making of, used extensively in the film\'s promotional trailer. The cast has a dozen actors and actresses, of whom ten relevant persons, and a huge number of relationships \xc2\x96 that are revealed step-by-step, in a thrilling, suspenseful way, reminiscent of the best genre authors. \'Alfred Hitchcock\' (qv) and \'Claude Chabrol\' (qv) do come to mind, by the cat-and-mouse play between the director and his public, and the nature of his characters.<br /><br />I recommend this thriller and comedy to Portuguese language speakers and, if the film gets to have a decent translation of its colloquial dialogue, to anyone abroad who enjoys those genres.'"
172,222,1,0,"b""Shawn Michaels vs. Edge-8- Kind of hard to believe Shawn Michaels is in the opening match but still a great match by both men, Edge, whether you like or not is a great performer in the ring, and Shawn Michaels is just ageless when it comes to his performance The Undertaker vs. Heidenreich. Casket Match-2- OK, after a good opening match, now this, what a crappy match. Undertaker has given some great matches at the Royal Rumble, and 1998's Royal Rumble against Shawn Michaels was the same type of match, but this is way worse then that match.<br /><br />Kurt Angle vs. Big Show vs. Bradshaw. Triple Threat WWE Championship-6- It's alright, i feel all three men could of given a better performance, this just really didn't show them at their best.<br /><br />Randy Orton vs. Triple H. World Heavyweight Championship-9- Triple H gets a clean win, can you believe it, sure he takes out the Sledgehammer but doesn't use it. Randy Orton did great when acting like he got a concussion, but how he got the concussion is really ridiculous. I really liked this match, this was the best performance i've seen from HHH in forever.<br /><br />The Royal Rumble Match-7- This was highly entertaining and i usually don't score the royal rumble match this high. The winner is again, very predictable, but just this had a lot of moments that were very entertaining to watch The segments with Flair and Guerrero are hilarious the best segments i've seen in a while.<br /><br />Overall, this is a great PPV and a must own for wrestling fans."""
173,221,1,0,"b'""Gaming? Nicotine? Fisticuffs? We\'re moving in a descending spiral of iniquity!"" So says the head of St. Swithen\'s upon inspecting the master\'s common at Nutbourne. The faculty and students of St. Swithen\'s have been ordered to share facilities at Nutbourne to avoid German bombs during World War II. Then there\'s the masters\' library. ""The Diary of Samuel Pepys? Abridged...well, that\'s something to be thankful for. What\'s up here? The Memoirs of Casanova? Wasn\'t that the book we caught Jessica James reading in the closet? Decameron Nights! Well, really! What ever else this place may or may not be, it\'s no place to bring carefully nurtured girls!"" <br /><br />Yes, a terrible mistake has been made by the Ministry of Education. Nutbourne is a school for boys. St. Swithen\'s is a school for girls. And what makes this one of the best post-WWII British comedies, Nutbourne\'s head master is Wetherby Pond...played by Alastair Sim, while St. Swithen\'s head mistress is Muriel Whitchurch...played by Margaret Rutherford. <br /><br />""St. Swithen\'s?"" says Pond. ""You don\'t mean to say that yours is a school for boys and girls?"" he asks one of the early girls. ""Only girls"" she says cheerfully. ""Does this mean, sir,"" asks one of Nutbourne\'s teachers, ""that we are to expect 100 young girls?"" ""It means that not only have the ministry made a mistake in sending a school here at all, but that it is guilty of an appalling sexual aberration!"" <br /><br />Margaret Rutherford\'s Miss Whitchurch, as positive and immovable as a battleship, intends to make the best of it, by briskly taking over Nutbourne if possible. Alastair Sim\'s Pond is exasperated up to his big bald head and is determined to salvage his school. In the meantime, there are 100 young girls and 170 young boys to be fed and places found for them to sleep (along with all their teachers). The cooks and caretakers, totally put upon, walk out. Miss Whitchurch and her girls, however, are up to the cooking tasks. ""Come now, Angela,"" she says to one girl who is trying to stir something in a big pot, ""haven\'t you made porridge before?"" ""Yes, but no one ever had to eat it."" ""That\'s a defeatist attitude, my dear. Stir it well and don\'t shilly shally."" <br /><br />Things are hardly going well when Pond discovers four governors from a school he hopes to lead are arriving at any moment to see for themselves how well led Nutbourne is. And Miss Whitchurch learns that four wealthy and influential parents have just arrived to see how their daughters are doing in the new -- boy free, they were told -- facilities. The only solution? Miss Whitchurch and Pond, their teachers and their students, concoct a split-second shifting of classes to give the allusion that Nutbourne has no girls and that St. Swithen\'s has no boys. After the parents inspect a dorm and leave for a class, the girls in the beds duck under and the boys who\'d been hidden under leap up into the beds, just as the governors walk in. The boys are observed at rugby and, as soon as the governors turn their backs, the goal posts are taken down, nets for lacrosse are put up, and just then the parents walk over to observes the girls. One parent spots her daughter in a science class, then moments later sees her in a choir practice, then moments later.... ""There\'s Angela again,"" she says to Miss Whitchurch. ""Why so it is,"" she replies, hustling the parents out to avoid the governors who are approaching just around the corner. ""The child\'s quite ubiquitous."" <br /><br />When we leave Nutbourne, everything has been discovered. The students are milling about. The teachers are dazed (except for two who are kissing.) The Education Ministry has just sent several more busloads of students. The parents are speechless but the governors are not. ""We\'re waiting for an explanation,"" one says sharply. Pond holds his head and shudders. ""Can\'t you see I\'m trying to think of one."" <br /><br />The film moves from one complicated and ridiculous situation after another, braced by a very funny script and two hugely comedic performances by Rutherford and Sim. Sim\'s droll exasperation and Rutherford\'s implacable determination are so well matched that\'s it\'s a shame this is the only movie they ever made together. Joyce Grenfell, as Gossage, St. Swithen\'s tall, awkward, loping sports teacher gives them some competition. If you keep your eyes open, you\'ll also find some amusing references director Frank Launder works in, including a gong at Nutbourne that looks just like a midget version of J. Arthur Rank\'s, a faint echo of the zither theme from The Third Man and a shot stolen from David Lean\'s Oliver Twist, except this time the little boy walks up holding his porridge bowl and says, ""Please, sir. I don\'t want anymore."" <br /><br />Frank Launder and his partner, Sidney Gilliat, were responsible for some of the best films produced in Britain during the Thirties, Forties and Fifties. They wrote, produced and directed, sometimes doing one, sometimes the other. In one way or another they were responsible for such first-rate films as Green for Danger (with a masterly droll performance by Sim), I See a Dark Stranger, The Lady Vanishes, Night Train to Munich, Wee Geordie, The Belles of St. Trinian\'s, The Rake\'s Progress and many others. With The Happiest Days of Your Life, Launder wrote and directed while both produced. It\'s one of their best.'"
174,220,1,0,"b'**SPOILERS AHEAD**<br /><br />It is really unfortunate that a movie so well produced turns out to be<br /><br />such a disappointment. I thought this was full of (silly) clich\xc3\xa9s and<br /><br />that it basically tried to hard. <br /><br />To the (American) guys out there: how many of you spend your<br /><br />time jumping on your girlfriend\'s bed and making monkey<br /><br />sounds? To the (married) girls: how many of you have suddenly<br /><br />gone from prudes to nymphos overnight--but not with your<br /><br />husband? To the French: would you really ask about someone<br /><br />being ""\xc3\xa0 la fac"" when you know they don\'t speak French? Wouldn\'t<br /><br />you use a more common word like ""universit\xc3\xa9""? <br /><br />I lived in France for a while and I sort of do know and understand<br /><br />Europe (and I love it), but my (German) roommate and I found this<br /><br />pretty insulting overall. It looked like a movie funded by the<br /><br />European Parliament, and it tried too hard basically. It had all<br /><br />sorts of differences that it tried to tie together (not a bad thing in<br /><br />itself) but the result is at best awkward, but in fact ridiculous--too<br /><br />many clashes that wouldn\'t really happen. Then the end of the<br /><br />movie--the last 10 minutes--ruined all the rest. Why doesn\'t Xavier<br /><br />talk to the Erasmus students he meets back in Paris? Why does<br /><br />he just walk off? Why does he just run away from his job, is that<br /><br />""freedom""? And in the end, is the new Europe supposed to rest on<br /><br />a bunch of people who smoke up and shag all day? Is this what<br /><br />it\'s made up of? <br /><br />Besides, the acting was pretty horrible. I can\'t believe Judith<br /><br />Godr\xc3\xa8che\'s role and acting. Why was she made to look like<br /><br />Emanuelle B\xc3\xa9art so much? At first I thought Xavier was OK but<br /><br />with retrospect I think he was pretty bad. <br /><br />And that\'s all really too bad, because technically (opening credits,<br /><br />scenes when he\'s asking what papers he needs) it was really<br /><br />good (except for sound editing around the British siblings), and the<br /><br />soundtrack was great too. So the form was good, but the content<br /><br />pretty horrible.'"
175,219,1,0,"b""Jim Varney's performances as the Harem Girl and A.U. are amazingly funny--on a level surpassing Chaplin and Keaton. Linda Kash is great in her once-in-a-lifetime role as the hometown waffle waitress longing for adventure. Unfortunately, the remaining 90% of the movie was unwatchably bad due to the atrocious plot. The makers of Ernest Goes to Africa did not rise to the creative challenges inherent in low budget film production. Only worth seeing on cable."""
176,217,1,0,"b'\'Ray\' lives on<br /><br />Ray Dir- Taylor Hackford Cast- Jamie Foxx, Kerry Washington, Regina King, Clifton Powell, Curtis Armstrong and Sharon Warren. Written by- Taylor Hackford and James L. White. Rating- ***<br /><br />""Hit the road Jack, and don\'t come back\xc2\x85no more, no more, no more, NO MORE!"" Who would\'ve thought that this immortal line that has almost become a remedial mantra for broken relationships in popular culture was conceived over a lovers\' brawl! Ray Charles was a genius. And if there was one thing that he knew, breathed and lived for; it was music. So in a lifetime that comprised acute poverty, a desperate struggle with darkness, guilt, drugs and painful affairs; Ray still found moments when inspiration hit him out of nowhere and words and notes took their own shape to form an instant eternal classic! <br /><br />There are some lives that deserve to be transformed on the silver screen. Ray Charles\'s life was one of them. It almost comes as a shock to learn that this project had no studio-backing until it was completed! And that backing probably came after the initial screenings where Jamie Foxx\'s performance was lauded and predicted as a surefire Oscar winner in hushed voices. Jamie Foxx as Ray almost convinces us that it is indeed Ray Charles performing on screen and not an actor impersonating! From the crooked all-knowing smile to the bent gait of not so much a handicapped but a man dancing through his demons, Foxx captures every essence of the actual Ray Charles. Ray was a complicated man. He never demanded sympathy and very rarely showed it himself. An astute businessman, he ensured his success at any cost, sometimes at the price of losing his loved ones. He never apologized for his philandering ways and always maintained that he loved his family, which we are convinced he did. He liked sex; it was as simple as that! But beneath all, there also existed a Ray that was afraid of darkness. Imagine the horrors of a blind man afraid of darkness! His fear was because of his guilt. Ray was convinced that he was the reason for his brother\'s death, and his whole life was spent trying to redeem himself. Ray was a maverick who fused gospel with jazz, an unheard blasphemous practice in the 50\'s. But his intentions weren\'t to instigate. He was simply practicing the only way he knew of getting close to God!<br /><br />It is hard to capture such an eventful life as that of Ray, and that is perhaps where the movie fails. We are never really allowed to get close to Ray as a person. We know him only as much as we see him. His relationships, especially with Margie Hendricks(Regina King), aren\'t explored in detail. And the script barely passes over Della Bea(Kerry Washington), Ray\'s wife, who everyone knows was a rock by his side. And the biggest blunder of all is the rushed, almost abrupt climax. It\'s as if the director suddenly realized he was out of stock and called for a pack-up! Nonetheless, \'Ray\' is definitely recommended for a flawless performance from Jamie Foxx and an able stellar ensemble. The songs and age create a sense of nostalgia, and we get a genuine feeling that the film is made with sincerity. <br /><br />- Abhishek Bandekar<br /><br />Note- \'Ray\' is nominated in six categories at this year\'s Academy Awards, including Best Picture, Best Director and Best Actor(Jamie Foxx).<br /><br />Rating- ***<br /><br />* Poor ** Average *** Good **** Very Good ***** Excellent<br /><br />19th February, 2005'"
